0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
0.1224,0.12027,0.12345,0,0,0,0,0,0,0,0,0,0,0,0
